filename,timestamp,latitude,longitude,angle,Region_ID
img_0000.jpg,15:03,219698,144782,133,2
img_0001.jpg,15:05,219844,144621,312,2
img_0002.jpg,15:05,219844,144621,359,2
img_0003.jpg,17:11,219514,145016,131,2
img_0004.jpg,17:00,220182,144211,45,2
img_0005.jpg,14:59,219553,144956,178,2
img_0006.jpg,15:05,219844,144621,268,2
img_0007.jpg,16:56,219884,144576,134,2
img_0008.jpg,17:03,220347,144046,315,2
img_0009.jpg,15:05,219844,144621,88,2
img_0010.jpg,17:00,220182,144211,223,2
img_0011.jpg,15:04,219698,144782,360,2
img_0012.jpg,16:52,219884,144576,87,2
img_0013.jpg,15:03,219698,144782,87,2
img_0014.jpg,14:57,219245,145319,89,2
img_0015.jpg,15:04,219698,144782,43,2
img_0016.jpg,17:03,220347,144046,266,2
img_0017.jpg,14:59,219553,144956,41,2
img_0018.jpg,17:11,219514,145016,42,2
img_0019.jpg,15:04,219698,144782,270,2
img_0020.jpg,17:00,220182,144211,359,2
img_0021.jpg,17:03,220347,144046,177,2
img_0022.jpg,14:59,219553,144956,268,2
img_0023.jpg,17:00,220182,144211,314,2
img_0024.jpg,16:52,219884,144576,224,2
img_0025.jpg,14:59,219553,144956,223,2
img_0026.jpg,17:11,219514,145016,221,2
img_0027.jpg,16:52,219884,144576,315,2
img_0028.jpg,14:57,219245,145319,42,2
img_0029.jpg,16:52,219884,144576,358,2
img_0030.jpg,17:02,220347,144046,90,2
img_0031.jpg,16:53,219884,144576,177,2
img_0032.jpg,15:04,219698,144782,222,2
img_0033.jpg,17:11,219514,145016,178,2
img_0034.jpg,15:05,219844,144621,43,2
img_0035.jpg,17:11,219514,145016,314,2
img_0036.jpg,14:57,219245,145319,358,2
img_0037.jpg,16:52,219884,144576,42,2
img_0038.jpg,14:58,219553,144956,87,2
img_0039.jpg,17:03,220347,144046,223,2
img_0040.jpg,14:58,219245,145319,315,2
img_0041.jpg,14:57,219245,145319,133,2
img_0042.jpg,14:59,219553,144956,360,2
img_0043.jpg,17:02,220347,144046,359,2
img_0044.jpg,14:58,219245,145319,270,2
img_0045.jpg,16:52,219884,144576,268,2
img_0046.jpg,17:11,219514,145016,270,2
img_0047.jpg,17:02,220347,144046,133,2
img_0048.jpg,17:11,219514,145016,360,2
img_0049.jpg,14:58,219245,145319,221,2
img_0050.jpg,15:05,219844,144621,176,2
img_0051.jpg,17:00,220182,144211,133,2
img_0052.jpg,14:59,219553,144956,314,2
img_0053.jpg,17:00,220182,144211,267,2
img_0054.jpg,15:05,219844,144621,225,2
img_0055.jpg,17:11,219514,145016,86,2
img_0056.jpg,17:02,220347,144046,42,2
img_0057.jpg,15:05,219844,144621,133,2
img_0058.jpg,17:45,220022,141612,292,12
img_0059.jpg,17:43,220304,142165,21,12
img_0060.jpg,07:22,220195,141768,300,12
img_0061.jpg,07:18,220047,141430,155,12
img_0062.jpg,17:36,220022,142673,142,12
img_0063.jpg,17:40,220375,142016,172,12
img_0064.jpg,07:23,220057,141878,8,12
img_0065.jpg,17:51,220155,141413,140,12
img_0066.jpg,07:17,220047,141430,260,12
img_0067.jpg,07:22,220196,141768,349,12
img_0068.jpg,15:22,220020,142673,86,12
img_0069.jpg,07:25,220107,141965,286,12
img_0070.jpg,15:19,220027,141543,287,12
img_0071.jpg,15:15,219985,141737,237,12
img_0072.jpg,07:24,220107,141965,336,12
img_0073.jpg,15:20,220375,142019,83,12
img_0074.jpg,07:19,219898,141658,295,12
img_0075.jpg,15:19,220027,141543,96,12
img_0076.jpg,07:27,220175,141902,187,12
img_0077.jpg,15:16,219985,141737,235,12
img_0078.jpg,07:21,219998,141768,304,12
img_0079.jpg,17:41,220089,141852,349,12
img_0080.jpg,15:22,220020,142673,143,12
img_0081.jpg,07:17,220047,141430,225,12
img_0082.jpg,17:45,219992,141683,228,12
img_0083.jpg,17:46,220064,141856,248,12
img_0084.jpg,15:09,220438,142586,313,12
img_0085.jpg,07:23,220126,141958,327,12
img_0086.jpg,17:40,220375,142016,169,12
img_0087.jpg,17:40,220375,142016,200,12
img_0088.jpg,15:20,220375,142019,95,12
img_0089.jpg,15:15,219985,141737,300,12
img_0090.jpg,17:41,220089,141852,337,12
img_0091.jpg,07:30,219826,141907,29,12
img_0092.jpg,07:27,220107,141965,181,12
img_0093.jpg,07:20,219936,141710,300,12
img_0094.jpg,17:49,220089,141396,315,12
img_0095.jpg,17:43,220304,142165,318,12
img_0096.jpg,15:21,220375,142020,111,12
img_0097.jpg,17:37,220234,142092,154,12
img_0098.jpg,17:49,220089,141396,275,12
img_0099.jpg,15:12,219961,141832,307,12
img_0100.jpg,17:42,220147,141818,43,12
img_0101.jpg,15:21,220375,142019,107,12
img_0102.jpg,17:46,220015,141524,330,12
img_0103.jpg,15:21,220375,142020,80,12
img_0104.jpg,07:26,220107,141965,140,12
img_0105.jpg,17:50,220258,141402,356,12
img_0106.jpg,07:23,220092,141860,229,12
img_0107.jpeg,17:32,220275,143944,248,4
img_0108.jpeg,17:38,220078,143782,104,4
img_0109.jpeg,16:14,219799,144362,216,4
img_0110.jpeg,17:45,220006,143716,314,4
img_0111.jpeg,15:52,220165,144197,295,4
img_0112.jpeg,16:18,219787,144416,255,4
img_0113.jpeg,16:16,219787,144416,345,4
img_0114.jpeg,16:06,219868,144255,80,4
img_0115.jpeg,16:02,219888,144179,116,4
img_0116.jpeg,09:07,219754,143495,32,4
img_0117.jpeg,08:57,219924,143645,307,4
img_0118.jpeg,15:57,219975,144147,344,4
img_0119.jpeg,17:37,220078,143782,49,4
img_0120.jpeg,17:29,220275,143944,300,4
img_0121.jpeg,09:10,219630,143353,300,4
img_0122.jpeg,17:36,220078,143782,39,4
img_0123.jpeg,16:10,219809,144317,250,4
img_0124.jpeg,17:35,220078,143782,298,4
img_0125.jpeg,08:59,219924,143645,132,4
img_0126.jpeg,16:04,219868,144255,194,4
img_0127.jpeg,09:00,219924,143645,218,4
img_0128.jpeg,16:15,219787,144416,128,4
img_0129.jpeg,16:12,219799,144362,338,4
img_0130.jpeg,09:03,219916,143635,297,4
img_0131.jpeg,17:22,220317,143989,120,4
img_0132.jpeg,15:49,220165,144197,120,4
img_0133.jpeg,17:47,220006,143716,240,4
img_0134.jpeg,16:11,219799,144362,120,4
img_0135.jpeg,09:02,219916,143635,126,4
img_0136.jpeg,15:54,219975,144147,252,4
img_0137.jpeg,17:49,220006,143716,39,4
img_0138.jpeg,16:12,219799,144362,62,4
img_0139.jpeg,16:07,219809,144317,156,4
img_0140.jpeg,16:08,219809,144317,13,4
img_0141.jpeg,15:56,219975,144147,58,4
img_0142.jpeg,17:41,220078,143782,203,4
img_0143.jpeg,09:02,219916,143635,36,4
img_0144.jpeg,16:01,219888,144179,42,4
img_0145.jpeg,17:36,220078,143782,340,4
img_0146.jpeg,09:12,219570,143304,110,4
img_0147.jpeg,15:58,219888,144179,194,4
img_0148.jpeg,16:16,219787,144416,58,4
img_0149.jpeg,09:11,219570,143304,304,4
img_0150.jpeg,17:31,220275,143944,148,4
img_0151.jpeg,17:30,220275,143944,357,4
img_0152.jpeg,17:48,220006,143716,120,4
img_0153.jpeg,17:48,220006,143716,340,4
img_0154.jpeg,09:07,219754,143495,210,4
img_0155.jpeg,17:22,220317,143989,25,4
img_0156.jpeg,17:24,220317,143989,192,4
img_0157.jpeg,17:40,220078,143782,230,4
img_0158.jpeg,09:05,219754,143495,126,4
img_0159.jpeg,09:09,219630,143353,210,4
img_0160.jpeg,09:12,219570,143304,25,4
img_0161.jpeg,09:09,219630,143353,118,4
img_0162.jpeg,08:58,219924,143645,27,4
img_0163.jpeg,17:21,220317,143989,300,4
img_0164.jpeg,17:26,220275,143944,104,4
img_0165.jpeg,17:39,220078,143782,150,4
img_0166.png,17:59,219739,142998,186,7
img_0167.png,15:59,220311,142262,16,7
img_0168.png,17:57,219547,143285,262,7
img_0169.png,15:59,220311,142262,233,7
img_0170.png,16:05,220006,142649,174,7
img_0171.png,16:12,219858,142826,241,7
img_0172.png,16:08,219929,142730,196,7
img_0173.png,17:58,219611,143191,73,7
img_0174.png,16:16,219536,143276,94,7
img_0175.png,16:03,220054,142589,168,7
img_0176.png,16:10,219858,142826,94,7
img_0177.png,18:00,219810,142920,171,7
img_0178.png,16:10,219929,142730,39,7
img_0179.png,16:09,219929,142730,288,7
img_0180.png,16:06,220006,142649,265,7
img_0181.png,16:04,220006,142649,131,7
img_0182.png,17:59,219739,142998,345,7
img_0183.png,17:58,219611,143191,281,7
img_0184.png,16:16,219816,142876,0,7
img_0185.png,16:12,219858,142826,290,7
img_0186.png,17:59,219739,142998,106,7
img_0187.png,16:14,219816,142876,192,7
img_0188.png,18:01,219810,142920,326,7
img_0189.png,16:13,219816,142876,118,7
img_0190.png,16:03,220054,142589,92,7
img_0191.png,16:12,219858,142826,22,7
img_0192.png,17:58,219611,143191,0,7
img_0193.png,16:17,219536,143276,174,7
img_0194.png,16:10,219929,142730,353,7
img_0195.png,17:59,219739,142998,244,7
img_0196.png,17:59,219739,142998,356,7
img_0197.png,17:56,219547,143285,350,7
img_0198.png,16:02,220241,142352,291,7
img_0199.png,17:58,219611,143191,140,7
img_0200.png,16:00,220241,142352,100,7
img_0201.png,16:04,220006,142649,70,7
img_0202.png,15:59,220311,142262,212,7
img_0203.png,16:08,219929,142730,99,7
img_0204.png,18:00,219810,142920,350,7
img_0205.png,15:59,220311,142262,69,7
img_0206.png,16:11,219858,142826,151,7
img_0207.png,17:57,219547,143285,142,7
img_0208.png,16:15,219816,142876,308,7
img_0209.png,17:56,219547,143285,116,7
img_0210.png,16:00,220241,142352,228,7
img_0211.png,18:00,219810,142920,102,7
img_0212.png,16:00,220241,142352,86,7
img_0213.png,16:02,220241,142352,358,7
img_0214.png,17:58,219611,143191,196,7
img_0215.jpeg,16:27,219611,141577,67,13
img_0216.jpeg,09:53,219536,141511,240,13
img_0217.jpeg,13:08,219570,141519,201,13
img_0218.jpeg,16:09,218904,140922,207,13
img_0219.jpeg,10:02,218907,140918,256,13
img_0220.jpeg,16:25,219507,141468,31,13
img_0221.jpeg,09:56,219290,141264,29,13
img_0222.jpeg,16:01,219113,141091,281,13
img_0223.jpeg,09:55,219266,141255,341,13
img_0224.jpeg,10:04,218930,140924,18,13
img_0225.jpeg,15:50,219348,141334,223,13
img_0226.jpeg,16:13,218935,140940,46,13
img_0227.jpeg,16:19,219204,141210,15,13
img_0228.jpeg,16:08,218954,140944,170,13
img_0229.jpeg,16:00,219128,141097,61,13
img_0230.jpeg,16:24,219447,141418,76,13
img_0231.jpeg,09:54,219504,141478,289,13
img_0232.jpeg,16:18,219169,141176,340,13
img_0233.jpeg,10:00,219000,140994,192,13
img_0234.jpeg,16:16,219096,141080,150,13
img_0235.jpeg,09:59,219114,141092,168,13
img_0236.jpeg,10:02,218869,140892,342,13
img_0237.jpeg,09:52,219646,141613,212,13
img_0238.jpeg,15:45,219605,141587,140,13
img_0239.jpeg,13:07,219750,141723,286,13
img_0240.jpeg,16:07,219004,140990,215,13
img_0241.jpeg,10:01,218935,140941,228,13
img_0242.jpeg,13:10,219525,141461,42,13
img_0243.jpeg,16:05,219051,141063,272,13
img_0244.jpeg,16:03,219090,141069,175,13
img_0245.jpeg,16:06,219035,141012,1,13
img_0246.jpeg,15:48,219436,141407,270,13
img_0247.jpeg,16:21,219362,141338,244,13
img_0248.jpeg,16:08,218976,140963,253,13
img_0249.jpeg,16:03,219069,141080,39,13
img_0250.jpeg,15:46,219564,141546,309,13
img_0251.jpeg,15:47,219533,141481,33,13
img_0252.jpeg,13:03,219782,141757,212,13
img_0253.jpeg,13:09,219495,141441,85,13
img_0254.jpeg,15:44,219782,141723,223,13
img_0255.jpeg,15:50,219408,141383,68,13
img_0256.jpeg,16:15,219044,141024,352,13
img_0257.jpeg,16:14,218999,141000,85,13
img_0258.jpeg,16:22,219401,141367,77,13
img_0259.jpeg,15:48,219488,141441,172,13
img_0260.jpeg,13:06,219785,141738,250,13
img_0261.jpeg,16:11,218868,140890,65,13
img_0262.jpeg,09:57,219204,141193,60,13
img_0263.jpeg,16:28,219705,141665,36,13
img_0264.jpg,11:53,219578,144964,224,3
img_0265.jpg,12:00,219826,144666,274,3
img_0266.jpg,17:50,219730,144822,315,3
img_0267.jpg,12:07,220110,144458,340,3
img_0268.jpg,17:56,219411,145212,126,3
img_0269.jpg,17:39,220269,144188,130,3
img_0270.jpg,7:53,219871,144639,221,3
img_0271.jpg,7:55,220010,144574,133,3
img_0272.jpg,17:53,219533,145026,215,3
img_0273.jpg,17:48,219826,144664,39,3
img_0274.jpg,7:44,219393,145341,315,3
img_0275.jpg,11:47,219303,145294,346,3
img_0276.jpg,17:44,219936,144518,41,3
img_0277.jpg,12:05,220065,144453,220,3
img_0278.jpg,17:38,220269,144188,34,3
img_0279.jpg,17:43,220113,144407,44,3
img_0280.jpg,7:53,219934,144568,42,3
img_0281.jpg,11:59,219826,144666,225,3
img_0282.jpg,7:52,219757,144790,219,3
img_0283.jpg,17:42,220171,144411,41,3
img_0284.jpg,11:59,219802,144695,102,3
img_0285.jpg,12:01,219939,144584,32,3
img_0286.jpg,7:43,219393,145341,38,3
img_0287.jpg,12:06,220110,144458,102,3
img_0288.jpg,7:44,219377,145334,128,3
img_0289.jpg,17:53,219622,144948,226,3
img_0290.jpg,7:52,219871,144639,38,3
img_0291.jpg,11:52,219345,145240,79,3
img_0292.jpg,7:48,219597,145065,219,3
img_0293.jpg,7:47,219491,145070,33,3
img_0294.jpg,17:56,219462,145168,39,3
img_0295.jpg,11:56,219632,144838,226,3
img_0296.jpg,17:47,219837,144660,134,3
img_0297.jpg,7:42,219393,145341,134,3
img_0298.jpg,11:52,219345,145240,335,3
img_0299.jpg,17:51,219622,144948,35,3
img_0300.jpg,17:50,219730,144822,33,3
img_0301.jpg,11:54,219578,144964,148,3
img_0302.jpg,11:56,219633,144869,309,3
img_0303.jpg,11:58,219802,144695,43,3
img_0304.jpg,17:49,219730,144822,222,3
img_0305.jpg,17:47,219837,144660,35,3
img_0306.jpg,7:48,219491,145070,312,3
img_0307.jpg,11:46,219303,145294,34,3
img_0308.jpg,17:43,220171,144411,317,3
img_0309.jpg,11:55,219633,144869,349,3
img_0310.jpg,11:48,219303,145294,91,3
img_0311.jpg,7:50,219636,144895,310,3
img_0312.jpg,17:41,220151,144339,211,3
img_0313.jpeg,7:07,220959,143343,126,9
img_0314.jpeg,12:06,221077,143146,310,9
img_0315.jpeg,12:12,220924,143270,334,9
img_0316.jpeg,15:35,220507,143742,311,9
img_0317.jpeg,15:42,220818,143416,262,9
img_0318.jpeg,14:00,221019,143268,355,9
img_0319.jpeg,17:58,221129,143124,165,9
img_0320.jpeg,13:52,221178,143046,330,9
img_0321.jpeg,17:56,221095,143123,123,9
img_0322.jpeg,15:41,220818,143416,217,9
img_0323.jpeg,14:02,221019,143268,150,9
img_0324.jpeg,13:56,221098,143157,355,9
img_0325.jpeg,15:43,220811,143399,46,9
img_0326.jpeg,16:06,220584,143777,103,9
img_0327.jpeg,14:03,220926,143349,90,9
img_0328.jpeg,13:51,221178,143046,228,9
img_0329.jpeg,8:35,221139,143095,312,9
img_0330.jpeg,15:37,220687,143676,340,9
img_0331.jpeg,13:58,221098,143157,260,9
img_0332.jpeg,15:45,220884,143386,331,9
img_0333.jpeg,17:57,221056,143138,210,9
img_0334.jpeg,15:40,220777,143555,290,9
img_0335.jpeg,9:46,220575,143764,92,9
img_0336.jpeg,18:00,221057,143170,256,9
img_0337.jpeg,13:57,221195,143031,53,9
img_0338.jpeg,9:50,220555,143754,292,9
img_0339.jpeg,12:13,220833,143504,331,9
img_0340.jpeg,12:17,220607,143618,200,9
img_0341.jpeg,12:05,221174,142967,18,9
img_0342.jpeg,12:08,220663,143574,265,9
img_0343.jpeg,9:48,220555,143754,176,9
img_0344.jpeg,7:06,221046,143274,0,9
img_0345.jpeg,14:01,221019,143268,80,9
img_0346.jpeg,17:59,221115,143188,110,9
img_0347.jpeg,17:04,220981,143276,189,9
img_0348.jpeg,17:02,221144,143110,312,9
img_0349.jpeg,13:58,221195,143031,161,9
img_0350.jpeg,13:55,221101,143168,54,9
img_0351.jpeg,12:16,220743,143500,348,9
